PaperID,title,authors,contacts,studyID,EffectID,journal,journalH5,publication_year,country,published,source,doi,citations,items,predictedDirection,inLabAdministration,research_design,strategy,frequency_of_intervention,number_of_intervention,lenght of intervention,timing_of_effect,when,duration_of_intervention,nationality,presence_of_individual_differences ,presence_of_stressTest,Type_of_StressTest,name of stress test,type_of_population,exact_type_of_population,Instrument,type_of_source,type_of_comparison_group,,,Measure,affect ,type_of_stress_component,Affective_consequences_of_stress ,focal variable,type_of_effect,nMale	,nFemale,% of Female,mean age,F,log.reg.B,B,beta,t,r,Chisq	,Waldchisq,df1,df2,p.reported,sd1,sd2,se1,se2,n1  (code the experimental group as n1),n2,n3,mean1 (code the experimental group),mean2,Domain.1.risk.of.bias,Domain.2.risk.of.bias,Domain.3.risk.of.bias,Domain.4.risk.of.bias,Domain.5.risk.of.bias,Overall.risk.of.bias,Included =1 Excluded =0 ,Notes,url
16,Effects of Mindfulness on Psychological Distress and HbA1c in People with Diabetes,"Pearson, S.; Wills, K.; Woods, M.; Warnecke, E.",sue.pearson@utas.edu.au,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Effects of Mindfulness on Psychological Distress and HbA1c in People with Diabetes,"Pearson, S.; Wills, K.; Woods, M.; Warnecke, E.",sue.pearson@utas.edu.au,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,A randomized control trial evaluating an online mindful parenting training for mothers with elevated parental stress,"Potharst, E.S.; Boekhorst, M.G.B.M.; Cuijlits, I.; van Broekhoven, K.E.M.; Jacobs, A.; Spek, V.; Nyklíček, I.; Bögels, S.M.; Pop, V.J.M.",M.G.B.M.Boekhorst@uvt.nl,,,frontiers in psychology,98,2019,0,1,3,10.3389/fpsyg.2019.01550,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,A pilot randomised controlled trial of an online mindfulness-based program for people diagnosed with melanoma,"Russell, L.; Ugalde, A.; Orellana, L.; Milne, D.; Krishnasamy, M.; Chambers, R.; Austin, D.W.; Livingston, P.M.",l.russell@deakin.edu.au,,,supportive care in cancer,55,2019,1,1,1,10.1007/s00520-018-4574-6,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,A pilot randomised controlled trial of an online mindfulness-based program for people diagnosed with melanoma,"Russell, L.; Ugalde, A.; Orellana, L.; Milne, D.; Krishnasamy, M.; Chambers, R.; Austin, D.W.; Livingston, P.M.",l.russell@deakin.edu.au,,,,,,1,1,1,10.1007/s00520-018-4574-6,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,A pilot randomised controlled trial of an online mindfulness-based program for people diagnosed with melanoma,"Russell, L.; Ugalde, A.; Orellana, L.; Milne, D.; Krishnasamy, M.; Chambers, R.; Austin, D.W.; Livingston, P.M.",l.russell@deakin.edu.au,,,,,,1,1,1,10.1007/s00520-018-4574-6,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,A pilot randomised controlled trial of an online mindfulness-based program for people diagnosed with melanoma,"Russell, L.; Ugalde, A.; Orellana, L.; Milne, D.; Krishnasamy, M.; Chambers, R.; Austin, D.W.; Livingston, P.M.",l.russell@deakin.edu.au,,,,,,1,1,1,10.1007/s00520-018-4574-6,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Exploring the effectiveness of a mindfulness training app for managing stress in a university student population: A pilot study,"Siembor, Brian",,,,,,2018,1,0,3,10.17760/D20284631,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Exploring the effectiveness of a mindfulness training app for managing stress in a university student population: A pilot study,"Siembor, Brian",,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Exploring the effectiveness of a mindfulness training app for managing stress in a university student population: A pilot study,"Siembor, Brian",,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Effectiveness and usability of a web-based mindfulness intervention for families living with mental illness,"Stjernswärd, Sigrid; Hansson, Lars",sigrid.stjernsward@med.lu.se,,,Mindfulness,58,2017,,1,0,10.1007/s12671-016-0653-2,11,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Effectiveness and usability of a web-based mindfulness intervention for families living with mental illness,"Stjernswärd, Sigrid; Hansson, Lars",sigrid.stjernsward@med.lu.se,,,Mindfulness,58,2017,,1,0,10.1007/s12671-016-0653-2,11,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Internet Mindfulness Meditation Intervention (IMMI) Improves Depression Symptoms in Older Adults.,"Wahbeh, Helané","hwahbeh@noetic.org, wahbehh@ohsu.edu",,,,,2018,,,,10.3390/medicines5040119,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Internet Mindfulness Meditation Intervention (IMMI) Improves Depression Symptoms in Older Adults.,"Wahbeh, Helané","hwahbeh@noetic.org, wahbehh@ohsu.edu",,,,,2018,,,,10.3390/medicines5040119,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Internet Mindfulness Meditation Intervention (IMMI) Improves Depression Symptoms in Older Adults.,"Wahbeh, Helané","hwahbeh@noetic.org, wahbehh@ohsu.edu",,,,,2018,,,,10.3390/medicines5040119,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Perfectionism and mindfulness: Effectiveness of a bibliotherapy intervention,"Wimberley, Tessa E.; Mintz, Laurie B.; Suh, Hanna",mintzl@ufl.edu,,,Mindfulness,58,2016,1,1,1,10.1007/s12671-015-0460-1,28,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Perfectionism and mindfulness: Effectiveness of a bibliotherapy intervention,"Wimberley, Tessa E.; Mintz, Laurie B.; Suh, Hanna",mintzl@ufl.edu,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Perfectionism and mindfulness: Effectiveness of a bibliotherapy intervention,"Wimberley, Tessa E.; Mintz, Laurie B.; Suh, Hanna",mintzl@ufl.edu,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Perfectionism and mindfulness: Effectiveness of a bibliotherapy intervention,"Wimberley, Tessa E.; Mintz, Laurie B.; Suh, Hanna",mintzl@ufl.edu,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,A randomised controlled trial of a brief online mindfulness-based intervention,Cavanagh et al.(2013),kate.cavanagh@sussex.ac.uk,,,behavioral research and therapy,57,2013,1,1,4,,59,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,A randomised controlled trial of a brief online mindfulness-based intervention,Cavanagh et al.(2013),kate.cavanagh@sussex.ac.uk,,,behavioral research and therapy,57,2013,1,1,4,,59,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"A Randomised Controlled Trial of a Brief Online
Mindfulness-Based Intervention in a Non-clinical Population:
Replication and Extension",Cavanagh et al.(2018),kate.cavanagh@sussex.ac.uk,,,Mindfulness,58,2018,1,1,4,,20,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"A Randomised Controlled Trial of a Brief Online
Mindfulness-Based Intervention in a Non-clinical Population:
Replication and Extension",Cavanagh et al.(2018),kate.cavanagh@sussex.ac.uk,,,Mindfulness,58,2018,1,1,4,,20,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"A Randomised Controlled Trial of a Brief Online
Mindfulness-Based Intervention in a Non-clinical Population:
Replication and Extension",Cavanagh et al.(2018),kate.cavanagh@sussex.ac.uk,,,Mindfulness,58,2018,1,1,4,,20,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
via other meta-analyses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
